,"sentence","word","label"
1274,96,"topologically",
1275,96,"protected",
1276,96,"metallic",
1277,96,"surface",
1278,96,"state",
1279,96,"spin",
1280,96,"momentum",
1281,96,"helical",
1282,96,"locking",
1283,96,"diraclike",
1284,96,"band",
1285,96,"structure",
1286,97,"unique",
1287,97,"fascinating",
1288,97,"electronic",
1289,97,"properties",
1290,97,"quantum",
1291,97,"spin",
1292,97,"hall",
1293,97,"effect",
1294,97,"quantum",
1295,97,"anomalous",
1296,97,"hall",
1297,97,"effect",
1298,97,"topological",
1299,97,"magnetoelectric",
1300,97,"effect",
1301,97,"well",
1302,97,"magnetic",
1303,97,"monopole",
1304,97,"images",
1305,97,"majorana",
1306,97,"fermions",
1307,97,"observed",
1308,97,"topological",
1309,97,"insulator",
1310,97,"materials",
1311,98,"unique",
1312,98,"properties",
1313,98,"topological",
1314,98,"insulator",
1315,98,"materials",
1316,98,"great",
1317,98,"potential",
1318,98,"applications",
1319,98,"spintronics",
1320,98,"quantum",
1321,98,"information",
1322,98,"processing",
1323,98,"well",
1324,98,"magnetoelectric",
1325,98,"devices",
1326,98,"higher",
1327,98,"efficiency",
1328,98,"lower",
1329,98,"energy",
1330,98,"consumption",
1331,99,"hand",
1332,99,"topological",
1333,99,"insulator",
1334,99,"materials",
1335,99,"also",
1336,99,"exhibit",
1337,99,"number",
1338,99,"excellent",
1339,99,"optical",
1340,99,"properties",
1341,99,"including",
1342,99,"kerr",
1343,99,"faraday",
1344,99,"rotation",
1345,99,"ultrahigh",
1346,99,"bulk",
1347,99,"refractive",
1348,99,"index",
1349,99,"nearinfrared",
1350,99,"frequency",
1351,99,"transparency",
1352,99,"unusual",
1353,99,"electromagnetic",
1354,99,"scattering",
1355,99,"ultrabroadband",
1356,99,"surface",
1357,99,"plasmon",
1358,99,"resonances",
1359,100,"specifically",
1360,100,"dirac",
1361,100,"plasmon",
1362,100,"excitations",
1363,100,"observed",
1364,100,"bi2se3",
1365,100,"microribbon",
1366,100,"arrays",
1367,100,"thz",
1368,100,"frequencies",
1369,101,"ultraviolet",
1370,101,"visible",
1371,101,"frequency",
1372,101,"plasmonics",
1373,101,"observed",
1374,101,"nanoslit",
1375,101,"nanocone",
1376,101,"arrays",
1377,101,"bi15sb05te18se12",
1378,101,"crystals",
1379,102,"high",
1380,102,"transparency",
1381,102,"observed",
1382,102,"bi2se3",
1383,102,"nanoplates",
1384,103,"ultrahigh",
1385,103,"refractive",
1386,103,"index",
1387,103,"observed",
1388,103,"bulk",
1389,103,"bi15sb05te18se12",
1390,103,"crystals",
1391,103,"well",
1392,103,"sb2te3",
1393,103,"thin",
1394,103,"films",
1395,104,"excellent",
1396,104,"optical",
1397,104,"properties",
1398,104,"mean",
1399,104,"topological",
1400,104,"insulator",
1401,104,"materials",
1402,104,"suitable",
1403,104,"various",
1404,104,"optoelectronic",
1405,104,"devices",
1406,104,"including",
1407,104,"plasmonic",
1408,104,"solar",
1409,104,"cells",
1410,104,"ultrathin",
1411,104,"holograms",
1412,104,"plasmonic",
1413,104,"fresnel",
1414,104,"lens",
1415,104,"broadband",
1416,104,"photodetectors",
1417,104,"nanoscale",
1418,104,"waveguides",
1419,105,"chapter",
1420,105,"focus",
1421,105,"excellent",
1422,105,"electronic",
1423,105,"optical",
1424,105,"properties",
1425,105,"topological",
1426,105,"insulator",
1427,105,"materials",
1428,105,"wide",
1429,105,"applications",
1430,105,"advanced",
1431,105,"optoelectronic",
1432,105,"devices",
1433,106,"less",
1434,107,"detailed",
1435,107,"physical",
1436,107,"property",
1437,107,"characterization",
1438,107,"fete1xsex",
1439,107,"x",
1440,107,0,
1441,107,50,
1442,107,"single",
1443,107,"crystals",
1444,108,"abstract",
1445,108,"coupled",
1446,108,"magnetic",
1447,108,"structural",
1448,108,"phase",
1449,108,"transition",
1450,108,"temperature",
1451,108,"seen",
1452,108,"step",
1453,108,"resistivity",
1454,108,"lower",
1455,108,"se",
1456,108,"concentration",
1457,108,"detected",
1458,108,"higher",
1459,108,"x",
1460,108,"values",
1461,109,"superconductivity",
1462,109,"observed",
1463,109,"resistivity",
1464,109,"measurement",
1465,109,"higher",
1466,109,"se",
1467,109,"concentration",
1468,109,"maximum",
1469,109,"temperature",
1470,109,"14k",
1471,109,"x",
1472,109,50,
1473,110,"thermally",
1474,110,"activated",
1475,110,"flux",
1476,110,"flow",
1477,110,"taff",
1478,110,"analysis",
1479,110,"based",
1480,110,"high",
1481,111,"strong",
1482,111,"polarizing",
1483,111,"field",
1484,111,"thinfilm",
1485,111,"paraelectrics",
1486,112,"abstract",
1487,112,"surface",
1488,112,"charge",
1489,112,"associated",
1490,112,"spontaneous",
1491,112,"polarization",
1492,112,"ferroelectrics",
1493,112,"well",
1494,112,"known",
1495,112,"cause",
1496,112,"depolarizing",
1497,112,"field",
1498,112,"particularly",
1499,112,"detrimental",
1500,112,"thinfilm",
1501,112,"geometry",
1502,112,"desirable",
1503,112,"microelectronic",
1504,112,"devices",
1505,113,"incomplete",
1506,113,"screening",
1507,113,"surface",
1508,113,"charge",
1509,113,"example",
1510,113,"metallic",
1511,113,"electrodes",
1512,113,"surface",
1513,113,"adsorbates",
1514,113,"lead",
1515,113,"formation",
1516,113,"domains",
1517,113,"suppression",
1518,113,"reorientation",
1519,113,"polarization",
1520,113,"even",
1521,113,"stabilization",
1522,113,"higher",
1523,113,"energy",
1524,113,"nonpolar",
1525,113,"phase",
1526,114,"huge",
1527,114,"amount",
1528,114,"research",
1529,114,"development",
1530,114,"effort",
1531,114,"invested",
1532,114,"understanding",
1533,114,"depolarizing",
1534,114,"behavior",
1535,114,"minimizing",
1536,114,"unfavorable",
1537,114,"effects",
1538,115,"demonstrate",
1539,115,"opposite",
1540,115,"behavior",
1541,115,"strong",
1542,115,"polarizing",
1543,115,"field",
1544,115,"drives",
1545,115,"thin",
1546,115,"films",
1547,115,"materials",
1548,115,"centrosymmetric",
1549,115,"paraelectric",
1550,115,"bulk",
1551,115,"form",
1552,115,"noncentrosymmetric",
1553,115,"polar",
1554,115,"state",
1555,116,"illustrate",
1556,116,"behavior",
1557,116,"using",
1558,116,"density",
1559,116,"functional",
1560,116,"computations",
1561,116,"perovskitestructure",
1562,116,"potassium",
1563,116,"tantalate",
1564,116,"ktao",
1565,116,3,
1566,116,"considerable",
1567,116,"interest",
1568,116,"high",
1569,116,"dielectric",
1570,116,"constant",
1571,116,"proximity",
1572,116,"quantum",
1573,116,"critical",
1574,116,"point",
1575,116,"superconductivity",
1576,117,"provide",
1577,117,"simple",
1578,117,"recipe",
1579,117,"identify",
1580,117,"whether",
1581,117,"particular",
1582,117,"material",
1583,117,"film",
1584,117,"orientation",
1585,117,"exhibit",
1586,117,"effect",
1587,117,"develop",
1588,117,"electrostatic",
1589,117,"model",
1590,117,"estimate",
1591,117,"critical",
1592,117,"thickness",
1593,117,"induced",
1594,117,"polarization",
1595,117,"terms",
1596,117,"wellknown",
1597,117,"material",
1598,117,"parameters",
1599,118,"results",
1600,118,"provide",
1601,118,"practical",
1602,118,"guidelines",
1603,118,"exploiting",
1604,118,"electrostatic",
1605,118,"properties",
1606,118,"thinfilm",
1607,118,"ionic",
1608,118,"insulators",
1609,118,"engineer",
1610,118,"novel",
1611,118,"functionalities",
1612,118,"nanoscale",
1613,118,"devices",
1614,119,"less",
1615,120,"dominant",
1616,120,"fifthorder",
1617,120,"correlations",
1618,120,"doped",
1619,120,"quantum",
1620,120,"antiferromagnets",
1621,121,"abstract",
1622,121,"traditionally",
1623,121,"one",
1624,121,"twopoint",
1625,121,"correlation",
1626,121,"functions",
1627,121,"used",
1628,121,"characterize",
1629,121,"manybody",
1630,121,"systems",
1631,122,"strongly",
1632,122,"correlated",
1633,122,"quantum",
1634,122,"materials",
1635,122,"doped",
1636,122,"2d",
1637,122,"fermihubbard",
1638,122,"system",
1639,122,"may",
1640,122,"longer",
1641,122,"sufficient",
1642,122,"higherorder",
1643,122,"correlations",
1644,122,"crucial",
1645,122,"understanding",
1646,122,"character",
1647,122,"manybody",
1648,122,"system",
1649,122,"numerically",
1650,122,"dominant",
1651,123,"experimentally",
1652,123,"higherorder",
1653,123,"correlations",
1654,123,"recently",
1655,123,"become",
1656,123,"accessible",
1657,123,"ultracold",
1658,123,"atom",
1659,123,"systems",
1660,124,"reveal",
1661,124,"strong",
1662,124,"nongaussian",
1663,124,"correlations",
1664,124,"doped",
1665,124,"quantum",
1666,124,"antiferromagnets",
1667,124,"show",
1668,124,"higher",
1669,124,"order",
1670,124,"correlations",
1671,124,"dominate",
1672,124,"lowerorder",
1673,124,"terms",
1674,125,"study",
1675,125,"single",
1676,125,"mobile",
1677,125,"hole",
1678,125,"tj",
1679,125,"model",
1680,125,"using",
1681,125,"dmrg",
1682,125,"reveal",
1683,125,"genuine",
1684,125,"fifthorder",
1685,125,"correlations",
1686,125,"directly",
1687,125,"related",
1688,125,"mobility",
1689,125,"dopant",
1690,126,"contrast",
1691,126,"results",
1692,126,"predictions",
1693,126,"using",
1694,126,"models",
1695,126,"based",
1696,126,"doped",
1697,126,"quantum",
1698,126,"spin",
1699,126,"liquids",
1700,126,"feature",
1701,126,"significantly",
1702,126,"reduced",
1703,126,"higherorder",
1704,126,"correlations",
1705,127,"predictions",
1706,127,"tested",
1707,127,"lowest",
1708,127,"currently",
1709,127,"accessible",
1710,127,"temperatures",
1711,127,"quantum",
1712,127,"simulators",
1713,127,"2d",
1714,127,"fermihubbard",
1715,127,"model",
1716,128,"finally",
1717,128,"propose",
1718,128,"experimentally",
1719,128,"study",
1720,128,"fifthorder",
1721,128,"spincharge",
1722,128,"correlations",
1723,128,"function",
1724,128,"doping",
1725,129,"help",
1726,129,"reveal",
1727,129,"microscopic",
1728,129,"nature",
1729,129,"charge",
1730,129,"carriers",
1731,129,"debated",
1732,129,"regime",
1733,129,"hubbard",
1734,129,"model",
1735,129,"relevant",
1736,129,"understanding",
1737,129,"high",
1738,129,"c",
1739,129,"superconductivity",
1740,130,"less",
1741,131,"correlated",
1742,131,"bedtttf",
1743,131,"molecular",
1744,131,"conductors",
1745,131,"critical",
1746,131,"temperatures",
1747,131,"gap",
1748,131,"symmetries",
1749,132,"starting",
1750,132,"ab",
1751,132,"initioderived",
1752,132,"twosite",
1753,132,"dimer",
1754,132,"hubbard",
1755,132,"hamiltonian",
1756,132,"triangular",
1757,132,"lattice",
1758,132,"calculate",
1759,132,"superconducting",
1760,132,"gap",
1761,132,"functions",
1762,132,"critical",
1763,132,"temperatures",
1764,132,"representative",
1765,132,"bedtttf",
1766,132,2,
1767,132,"x",
1768,132,"superconductors",
1769,132,"solving",
1770,132,"linearized",
1771,132,"eliashberg",
1772,132,"equation",
1773,132,"using",
1774,132,"twoparticle",
1775,132,"selfconsistent",
1776,132,"approach",
1777,132,"tpsc",
1778,132,"extended",
1779,132,"multisite",
1780,132,"problem",
1781,133,"multiband",
1782,133,"superconductivity",
1783,133,"charge",
1784,133,"density",
1785,133,"waves",
1786,133,"nidoped",
1787,133,"topological",
1788,133,"semimetal",
1789,133,"zrte",
1790,133,2,
1791,134,"abstract",
1792,134,"k",
1793,134,"superconductivity",
1794,134,"c",
1795,134,41,
1796,134,"k",
1797,134,"report",
1798,134,"first",
1799,134,"time",
1800,135,"temperature",
1801,135,"dependence",
1802,135,"lower",
1803,135,"h",
1804,135,"c",
1805,135,1,
1806,135,"upper",
1807,135,"h",
1808,135,"c",
1809,135,2,
1810,135,"critical",
1811,135,"magnetic",
1812,135,"fields",
1813,135,"deviate",
1814,135,"significantly",
1815,135,"behaviors",
1816,135,"expected",
1817,135,"conventional",
1818,135,"singlegap",
1819,135,"swave",
1820,135,"superconductors",
1821,136,"however",
1822,136,"behaviors",
1823,136,"normalized",
1824,136,"superfluid",
1825,136,"density",
1826,137,"machine",
1827,137,"learning",
1828,137,"modeling",
1829,137,"critical",
1830,137,"temperature",
1831,138,"focus",
1832,138,"enormous",
1833,138,"research",
1834,138,"effort",
1835,138,"since",
1836,138,"discovery",
1837,138,"century",
1838,138,"ago",
1839,139,"yet",
1840,139,"features",
1841,139,"unique",
1842,139,"phenomenon",
1843,139,"remain",
1844,139,"poorly",
1845,139,"understood",
1846,139,"prime",
1847,139,"among",
1848,139,"connection",
1849,140,"afese2",
1850,140,"atl",
1851,140,"k",
1852,140,"rb",
1853,140,"cs",
1854,140,"ironbased",
1855,140,"superconducting",
1856,140,"analog",
1857,140,"cuprates",
1858,141,"abstract",
1859,141,"long",
1860,141,"challenging",
1861,141,"task",
1862,141,"find",
1863,141,"compounds",
1864,141,"similar",
1865,141,"crystal",
1866,141,"electronic",
1867,141,"structures",
1868,141,"cuprate",
1869,141,"superconductors",
1870,141,"low",
1871,141,"dimensionality",
1872,141,"strong",
1873,141,"antiferromagnetic",
1874,141,"fluctuations",
1875,142,"parent",
1876,142,"compounds",
1877,142,"cuprate",
1878,142,"superconductors",
1879,142,"mott",
1880,142,"insulators",
1881,142,"strong",
1882,142,"inplane",
1883,142,"antiferromagnetic",
1884,142,"exchange",
1885,142,"interactions",
1886,142,"cu",
1887,142,"moments",
1888,143,"show",
1889,143,"based",
1890,143,"firstprinciples",
1891,143,"density",
1892,143,"functional",
1893,143,"calculations",
1894,143,"afese2",
1895,143,"atl",
1896,143,"k",
1897,143,"rb",
1898,143,"cs",
1899,143,"exhibit",
1900,143,"many",
1901,143,"physical",
1902,143,"properties",
1903,143,"common",
1904,143,"cuprate",
1905,143,"parent",
1906,143,"compounds",
1907,143,1,
1908,143,"fese2",
1909,143,"layer",
1910,143,"afese2",
1911,143,"similar",
1912,143,"crystalline",
1913,143,"electronic",
1914,143,"structures",
1915,143,"cuo2",
1916,143,"plane",
1917,143,"cuprates",
1918,143,"although",
1919,143,"se",
1920,143,"atoms",
1921,143,"coplanar",
1922,143,"square",
1923,143,"felattice",
1924,143,2,
1925,143,"antiferromagnetic",
1926,143,"insulators",
1927,143,"relatively",
1928,143,"small",
1929,143,"charge",
1930,143,"excitation",
1931,143,"gaps",
1932,143,3,
1933,143,"ground",
1934,143,"states",
1935,143,"neel",
1936,143,"antiferromagnetic",
1937,143,"ordered",
1938,143,"similar",
1939,143,"cuprates",
1940,143,4,
1941,143,"antiferromagnetic",
1942,143,"exchange",
1943,143,"interactions",
1944,143,"fe",
1945,143,"moments",
1946,143,"larger",
1947,143,"ironbased",
1948,143,"superconducting",
1949,143,"materials",
1950,143,"comparable",
1951,143,"cuprates",
1952,144,"like",
1953,144,"cuprates",
1954,144,"compounds",
1955,144,"may",
1956,144,"become",
1957,144,"hightc",
1958,144,"superconductors",
1959,144,"upon",
1960,144,"doping",
1961,144,"charge",
1962,144,"carriers",
1963,144,"either",
1964,144,"chemical",
1965,144,"substitution",
1966,144,"intercalation",
1967,144,"liquid",
1968,144,"solid",
1969,144,"gating",
1970,145,"less",
1971,146,"evolution",
1972,146,"superconductivity",
1973,146,"charge",
1974,146,"order",
1975,146,"pressurized",
1976,146,"rbv",
1977,146,3,
1978,146,"sb",
1979,146,5,
1980,147,"abstract",
1981,147,"kagome",
1982,147,"metals",
1983,147,"v",
1984,147,3,
1985,147,"sb",
1986,147,5,
1987,147,"k",
1988,147,"rb",
1989,147,"cs",
1990,147,"ambient",
1991,147,"pressure",
1992,147,"exhibit",
1993,147,"unusual",
1994,147,"charge",
1995,147,"order",
1996,147,"superconductivity",
1997,147,"emerges",
1998,148,"work",
1999,148,"applying",
2000,148,"hydrostatic",
2001,148,"pressure",
2002,148,"using",
2003,148,"liquid",
2004,148,"pressure",
2005,148,"medium",
2006,148,"carrying",
2007,148,"electrical",
2008,148,"resistance",
2009,148,"measurements",
2010,148,"rbv",
2011,148,3,
2012,148,"sb",
2013,148,5,
2014,148,"find",
2015,148,"charge",
2016,148,"order",
2017,148,"becomes",
2018,148,"suppressed",
2019,148,"modest",
2020,148,"pressure",
2021,148,"p",
2022,148,"c",
2023,148,14,
2024,148,"p",
2025,148,"c",
2026,148,16,
2027,148,"gpa",
2028,148,"superconducting",
2029,148,"transition",
2030,148,"temperature",
2031,148,"c",
2032,148,"maximized",
2033,149,"c",
2034,149,"gradually",
2035,149,"weakened",
2036,149,"increase",
2037,149,"pressure",
2038,149,"exhibiting",
2039,149,"another",
2040,149,"maxima",
2041,149,"around",
2042,149,228,
2043,149,"gpa",
2044,149,"signifying",
2045,149,"presence",
2046,149,"second",
2047,149,"superconducting",
2048,149,"dome",
2049,150,"distinct",
2050,150,"normal",
2051,150,"state",
2052,150,"resistance",
2053,150,"anomalies",
2054,150,"found",
2055,150,"associated",
2056,150,"second",
2057,150,"superconducting",
2058,150,"dome",
2059,150,"similar",
2060,150,"kv",
2061,150,3,
2062,150,"sb",
2063,150,5,
2064,151,"findings",
2065,151,"point",
2066,151,"qualitatively",
2067,151,"similar",
2068,151,"temperaturepressure",
2069,151,"phase",
2070,151,"diagrams",
2071,151,"kv",
2072,151,3,
2073,151,"sb",
2074,151,5,
2075,151,"rbv",
2076,151,3,
2077,151,"sb",
2078,151,5,
2079,151,"suggesting",
2080,151,"link",
2081,151,"second",
2082,151,"superconducting",
2083,151,"dome",
2084,151,"highpressure",
2085,151,"resistance",
2086,151,"anomalies",
2087,151,"v",
2088,151,3,
2089,151,"sb",
2090,151,5,
2091,151,"series",
2092,152,"less",
2093,153,"ab",
2094,153,"initio",
2095,153,"study",
2096,153,"valley",
2097,153,"line",
2098,153,"totalenergy",
2099,153,"surface",
2100,153,"zonecenter",
2101,153,"distortions",
2102,153,"ferroelectric",
2103,153,"perovskite",
2104,153,"oxides",
2105,153,"batio3",
2106,153,"pbtio3",
2107,154,"abstract",
2108,154,"ab",
2109,154,"initio",
2110,154,"structure",
2111,154,"optimization",
2112,154,"technique",
2113,154,"newly",
2114,154,"developed",
2115,154,"determine",
2116,154,"valley",
2117,154,"line",
2118,154,"totalenergy",
2119,154,"surface",
2120,154,"zonecenter",
2121,154,"distortions",
2122,154,"ferroelectric",
2123,154,"perovskite",
2124,154,"oxides",
2125,154,"applied",
2126,154,"barium",
2127,154,"titanate",
2128,154,"batio3",
2129,154,"lead",
2130,154,"titanate",
2131,154,"pbtio3",
2132,155,"proposed",
2133,155,"technique",
2134,155,"improvement",
2135,155,"kingsmith",
2136,155,"vanderbilts",
2137,155,"scheme",
2138,155,"phys",
2139,156,"rev",
2140,157,"b",
2141,157,49,
2142,157,"p5828",
2143,158,"magnetic",
2144,158,"tunnel",
2145,158,"junctions",
2146,158,"based",
2147,158,"ferroelectric",
2148,158,"hf05zr05o2",
2149,158,"tunnel",
2150,158,"barriers",
2151,159,"abstract",
2152,159,"ferroelectric",
2153,159,"tunnel",
2154,159,"barrier",
2155,159,"two",
2156,159,"ferromagnetic",
2157,159,"electrodes",
2158,159,"multiferroic",
2159,159,"tunnel",
2160,159,"junction",
2161,159,"mftj",
2162,159,"one",
2163,159,"promising",
2164,159,"concepts",
2165,159,"future",
2166,159,"microelectronic",
2167,159,"devices",
2168,160,"parallel",
2169,160,"hafnia",
2170,160,"based",
2171,160,"ferroelectrics",
2172,160,"showing",
2173,160,"great",
2174,160,"potential",
2175,160,"device",
2176,160,"miniaturization",
2177,160,"nanoscale",
2178,161,"utilize",
2179,161,"ferroelectric",
2180,161,"hf05zr05o2",
2181,161,"hzo",
2182,161,"thickness",
2183,161,2,
2184,161,"nm",
2185,161,"epitaxially",
2186,161,"grown",
2187,161,"la07sr03mno3",
2188,161,"lsmo",
2189,161,"ferromagnetic",
2190,161,"electrodes",
2191,161,"large",
2192,161,"bandgap",
2193,161,"insulating",
2194,161,"barrier",
2195,161,"integrated",
2196,161,"mftjs",
2197,161,"cobalt",
2198,161,"top",
2199,161,"electrodes",
2200,162,"previously",
2201,162,"reported",
2202,162,"mftjs",
2203,162,"similar",
2204,162,"electrodes",
2205,162,"tunneling",
2206,162,"magnetoresistance",
2207,162,"tmr",
2208,162,"tuned",
2209,162,"sign",
2210,162,"even",
2211,162,"reversed",
2212,162,"bias",
2213,162,"voltage",
2214,162,"across",
2215,162,"junction",
2216,163,"demonstrate",
2217,163,"four",
2218,163,"nonvolatile",
2219,163,"resistance",
2220,163,"states",
2221,163,"generated",
2222,163,"magnetic",
2223,163,"electric",
2224,163,"field",
2225,163,"switching",
2226,163,"high",
2227,163,"reproducibility",
2228,163,"system",
2229,164,"less",
2230,165,"random",
2231,165,"field",
2232,165,"models",
2233,165,"relaxor",
2234,165,"ferroelectric",
2235,165,"behavior",
2236,166,"abstract",
2237,166,"heat",
2238,166,"bath",
2239,166,"monte",
2240,166,"carlo",
2241,166,"simulations",
2242,166,"used",
2243,166,"study",
2244,166,"fourstate",
2245,166,"clock",
2246,166,"model",
2247,166,"type",
2248,166,"random",
2249,166,"field",
2250,166,"simple",
2251,166,"cubic",
2252,166,"lattices",
2253,167,"model",
2254,167,"standard",
2255,167,"nonrandom",
2256,167,"twospin",
2257,167,"exchange",
2258,167,"term",
2259,167,"coupling",
2260,167,"energy",
2261,167,"j",
2262,167,"random",
2263,167,"field",
2264,167,"consists",
2265,167,"adding",
2266,167,"energy",
2267,167,"one",
2268,167,"four",
2269,167,"spin",
2270,167,"states",
2271,167,"chosen",
2272,167,"randomly",
2273,167,"site",
2274,168,"ashkintellerlike",
2275,168,"model",
2276,168,"separate",
2277,168,"two",
2278,168,"randomfield",
2279,168,"ising",
2280,168,"model",
2281,168,"components",
2282,168,"coupled",
2283,169,"dj3",
2284,169,"ground",
2285,169,"states",
2286,169,"model",
2287,169,"remain",
2288,169,"fully",
2289,169,"aligned",
2290,170,"dj4",
2291,170,"different",
2292,170,"type",
2293,170,"ground",
2294,170,"state",
2295,170,"found",
2296,170,"occupation",
2297,170,"two",
2298,170,"four",
2299,170,"spin",
2300,170,"states",
2301,170,"close",
2302,170,50,
2303,170,"two",
2304,170,"nearly",
2305,170,"absent",
2306,171,"means",
2307,171,"one",
2308,171,"ising",
2309,171,"components",
2310,171,"almost",
2311,171,"completely",
2312,171,"ordered",
2313,171,"one",
2314,171,"shortrange",
2315,171,"correlations",
2316,172,"large",
2317,172,"peak",
2318,172,"structure",
2319,172,"factor",
2320,172,"sk",
2321,172,"appears",
2322,172,"small",
2323,172,"k",
2324,172,"temperatures",
2325,172,"well",
2326,172,"transition",
2327,172,"longrange",
2328,172,"order",
2329,172,"appearance",
2330,172,"peak",
2331,172,"associated",
2332,172,"slow",
2333,172,"glassy",
2334,172,"dynamics",
2335,173,"phase",
2336,173,"transition",
2337,173,"state",
2338,173,"one",
2339,173,"ising",
2340,173,"component",
2341,173,"longrange",
2342,173,"ordered",
2343,173,"appears",
2344,173,"first",
2345,173,"order",
2346,173,"latent",
2347,173,"heat",
2348,173,"small",
2349,174,"less",
2350,175,"evidence",
2351,175,"existence",
2352,175,"functional",
2353,175,"monoclinic",
2354,175,"phase",
2355,175,"sodium",
2356,175,"niobate",
2357,175,"based",
2358,175,"solid",
2359,175,"solution",
2360,175,"powder",
2361,175,"neutron",
2362,175,"diffraction",
2363,176,"abstract",
2364,176,"carried",
2365,176,"systematic",
2366,176,"temperaturedependent",
2367,176,"neutron",
2368,176,"diffraction",
2369,176,"measurements",
2370,176,"conjunction",
2371,176,"dielectric",
2372,176,"spectroscopy",
2373,176,6,
2374,176,300,
2375,176,"k",
2376,176,"sodium",
2377,176,"niobate",
2378,176,"based",
2379,176,"compounds",
2380,176,"1x",
2381,176,"nanbo3",
2382,176,"xbatio3",
2383,176,"nnbtx",
2384,177,"dielectric",
2385,177,"constant",
2386,177,"measured",
2387,177,"function",
2388,177,"temperature",
2389,177,"frequency",
2390,178,"shows",
2391,178,"anomaly",
2392,178,"different",
2393,178,"temperatures",
2394,178,"cooling",
2395,178,"heating",
2396,178,"cycles",
2397,178,"exhibits",
2398,178,"large",
2399,178,"thermal",
2400,178,"hysteresis",
2401,178,150,
2402,178,"k",
2403,178,"composition",
2404,178,"x003",
2405,179,"dielectric",
2406,179,"constant",
2407,179,"found",
2408,179,"dispersive",
2409,179,"nature",
2410,179,"suggests",
2411,179,"relaxor",
2412,179,"ferroelectric",
2413,179,"behavior",
2414,180,"order",
2415,180,"explore",
2416,180,"structural",
2417,180,"changes",
2418,180,"function",
2419,180,"temperature",
2420,180,"analyzed",
2421,180,"powder",
2422,180,"neutron",
2423,180,"diffraction",
2424,180,"data",
2425,180,"composition",
2426,180,"x003",
2427,180,5,
2428,180,"respectively",
2429,181,"drastic",
2430,181,"changes",
2431,181,"observed",
2432,181,"powder",
2433,181,"profiles",
2434,181,"near",
2435,181,306,
2436,181,321,
2437,181,346,
2438,181,"diffraction",
2439,181,"pattern",
2440,181,200,
2441,181,"k",
2442,181,"cooling",
2443,181,190,
2444,181,"k",
2445,181,"heating",
2446,181,"cycles",
2447,181,"respectivelythe",
2448,181,"disappearance",
2449,181,"superlattice",
2450,181,"reflection",
2451,181,"splitting",
2452,181,"main",
2453,181,"perovskite",
2454,181,"peaks",
2455,181,"provide",
2456,181,"signature",
2457,181,"structural",
2458,181,"phase",
2459,181,"transition",
2460,182,"observed",
2461,182,"stabilization",
2462,182,"monoclinic",
2463,182,"phase",
2464,182,"cc",
2465,182,"low",
2466,182,"temperature",
2467,183,"monoclinic",
2468,183,"phase",
2469,183,"believed",
2470,183,"provide",
2471,183,"flexible",
2472,183,"polarization",
2473,183,"rotation",
2474,183,"considered",
2475,183,"directly",
2476,183,"linked",
2477,183,"high",
2478,183,"performance",
2479,183,"piezoelectricity",
2480,183,"materials",
2481,184,"thermal",
2482,184,"hysteresis",
2483,184,"composition",
2484,184,"x003",
2485,184,"larger",
2486,184,"x005",
2487,185,"suggests",
2488,185,"addition",
2489,185,"batio3",
2490,185,"nanbo3",
2491,185,"suppresses",
2492,185,"thermal",
2493,185,"hysteresis",
2494,186,"also",
2495,186,"observed",
2496,186,"structural",
2497,186,"phase",
2498,186,"transition",
2499,186,"temperature",
2500,186,"decreases",
2501,186,"increasing",
2502,186,"dopant",
2503,186,"concentration",
2504,187,"less",
2505,188,"mechanisms",
2506,188,"origin",
2507,188,"multiferroicity",
2508,189,"abstract",
2509,189,"motivated",
2510,189,"potential",
2511,189,"applications",
2512,189,"intrinsic",
2513,189,"crosscoupling",
2514,189,"properties",
2515,189,"interest",
2516,189,"multiferroic",
2517,189,"materials",
2518,189,"constantly",
2519,189,"increased",
2520,189,"recently",
2521,189,"leading",
2522,189,"significant",
2523,189,"experimental",
2524,189,"theoretical",
2525,189,"advancements",
2526,190,"theoretical",
2527,190,"point",
2528,190,"view",
2529,190,"recent",
2530,190,"progresses",
2531,190,"allowed",
2532,190,"identify",
2533,190,"different",
2534,190,"mechanisms",
2535,190,"responsible",
2536,190,"appearence",
2537,190,"ferroelectric",
2538,190,"polarization",
2539,190,"coexisting",
2540,190,"coupled",
2541,190,"magnetic",
2542,190,"properties",
2543,191,"chapter",
2544,191,"aims",
2545,191,"reviewing",
2546,191,"fundamental",
2547,191,"mechanisms",
2548,191,"devised",
2549,191,"far",
2550,191,"mainly",
2551,191,"transitionmetal",
2552,191,"oxides",
2553,191,"lie",
2554,191,"origin",
2555,191,"multiferroicity",
2556,192,"less",
2557,193,"d5offcentering",
2558,193,"induced",
2559,193,"ferroelectric",
2560,193,"magnetoelectric",
2561,193,"correlations",
2562,193,"trirutilefe2teo6",
2563,194,"abstract",
2564,194,"present",
2565,194,"rare",
2566,194,"existence",
2567,194,"d5",
2568,194,"offcentering",
2569,194,"weak",
2570,194,"ferroelectric",
2571,194,"polarization",
2572,194,"demonstrate",
2573,194,"correlation",
2574,194,"observed",
2575,194,"magnetoelectric",
2576,194,"properties",
2577,194,"g",
2578,194,"type",
2579,194,"tn210",
2580,194,"k",
2581,194,"antiferromagnet",
2582,194,"fe2teo6",
2583,194,"fto",
2584,194,"compound",
2585,195,"origin",
2586,196,"multiferroic",
